idx,0,LOG_TIME,2024-01-14T01:43:07,2024-01-13T19:43:07
idx,1,LOG_TIME,2024-01-14T01:43:08,2024-01-13T19:43:08
idx,2,LOG_TIME,2024-01-14T01:43:09,2024-01-13T19:43:09
idx,3,LOG_TIME,2024-01-14T01:43:10,2024-01-13T19:43:10
idx,4,LOG_TIME,2024-01-14T01:43:11,2024-01-13T19:43:11
idx,5,LOG_TIME,2024-01-14T01:43:12,2024-01-13T19:43:12
idx,6,LOG_TIME,2024-01-14T01:43:13,2024-01-13T19:43:13
idx,7,LOG_TIME,2024-01-14T01:43:14,2024-01-13T19:43:14
idx,8,LOG_TIME,2024-01-14T01:43:15,2024-01-13T19:43:15
idx,9,LOG_TIME,2024-01-14T01:43:16,2024-01-13T19:43:16
idx,10,LOG_TIME,2024-01-14T01:43:17,2024-01-13T19:43:17
idx,11,LOG_TIME,2024-01-14T01:43:18,2024-01-13T19:43:18
idx,12,LOG_TIME,2024-01-14T01:43:19,2024-01-13T19:43:19
idx,13,LOG_TIME,2024-01-14T01:43:20,2024-01-13T19:43:20
idx,14,LOG_TIME,2024-01-14T01:43:21,2024-01-13T19:43:21
idx,15,LOG_TIME,2024-01-14T01:43:22,2024-01-13T19:43:22
idx,16,LOG_TIME,2024-01-14T01:43:23,2024-01-13T19:43:23
idx,17,LOG_TIME,2024-01-14T01:43:24,2024-01-13T19:43:24
idx,18,LOG_TIME,2024-01-14T01:43:25,2024-01-13T19:43:25
idx,19,LOG_TIME,2024-01-14T01:43:26,2024-01-13T19:43:26
idx,20,LOG_TIME,2024-01-14T01:43:27,2024-01-13T19:43:27
idx,21,LOG_TIME,2024-01-14T01:43:28,2024-01-13T19:43:28
idx,22,LOG_TIME,2024-01-14T01:43:29,2024-01-13T19:43:29
idx,23,LOG_TIME,2024-01-14T01:43:30,2024-01-13T19:43:30
idx,24,LOG_TIME,2024-01-14T01:43:31,2024-01-13T19:43:31
idx,25,LOG_TIME,2024-01-14T01:43:32,2024-01-13T19:43:32
idx,26,LOG_TIME,2024-01-14T01:43:33,2024-01-13T19:43:33
idx,27,LOG_TIME,2024-01-14T01:43:34,2024-01-13T19:43:35
idx,28,LOG_TIME,2024-01-14T01:43:36,2024-01-13T19:43:36
idx,29,LOG_TIME,2024-01-14T01:43:37,2024-01-13T19:43:37
idx,30,LOG_TIME,2024-01-14T01:43:38,2024-01-13T19:43:38
idx,31,LOG_TIME,2024-01-14T01:43:39,2024-01-13T19:43:39
idx,32,LOG_TIME,2024-01-14T01:43:40,2024-01-13T19:43:40
idx,33,LOG_TIME,2024-01-14T01:43:41,2024-01-13T19:43:41
idx,34,LOG_TIME,2024-01-14T01:43:42,2024-01-13T19:43:42
idx,35,LOG_TIME,2024-01-14T01:43:43,2024-01-13T19:43:43
idx,36,LOG_TIME,2024-01-14T01:43:44,2024-01-13T19:43:44
idx,37,LOG_TIME,2024-01-14T01:43:45,2024-01-13T19:43:45
idx,38,LOG_TIME,2024-01-14T01:43:46,2024-01-13T19:43:46
idx,39,LOG_TIME,2024-01-14T01:43:47,2024-01-13T19:43:47
idx,40,LOG_TIME,2024-01-14T01:43:48,2024-01-13T19:43:48
idx,41,LOG_TIME,2024-01-14T01:43:49,2024-01-13T19:43:49
idx,42,LOG_TIME,2024-01-14T01:43:50,2024-01-13T19:43:50
idx,43,LOG_TIME,2024-01-14T01:43:51,2024-01-13T19:43:51
idx,44,LOG_TIME,2024-01-14T01:43:52,2024-01-13T19:43:52
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,45,LOG_TIME,2024-01-14T01:43:53,2024-01-13T19:43:53
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,46,LOG_TIME,2024-01-14T01:43:54,2024-01-13T19:43:54
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,47,LOG_TIME,2024-01-14T01:43:55,2024-01-13T19:43:55
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,48,LOG_TIME,2024-01-14T01:43:56,2024-01-13T19:43:56
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,49,LOG_TIME,2024-01-14T01:43:57,2024-01-13T19:43:57
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,50,LOG_TIME,2024-01-14T01:43:58,2024-01-13T19:43:58
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,51,LOG_TIME,2024-01-14T01:43:59,2024-01-13T19:43:59
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,52,LOG_TIME,2024-01-14T01:44:00,2024-01-13T19:44:00
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,53,LOG_TIME,2024-01-14T01:44:01,2024-01-13T19:44:01
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,54,LOG_TIME,2024-01-14T01:44:02,2024-01-13T19:44:02
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,55,LOG_TIME,2024-01-14T01:44:03,2024-01-13T19:44:03
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
php-apache-66c84b878c-4gx99,1m,15Mi,
php-apache-66c84b878c-hqd9x,1m,17Mi,
idx,56,LOG_TIME,2024-01-14T01:44:04,2024-01-13T19:44:04
NAME,CPU(cores),MEMORY(bytes),
php-apache-66c84b878c-2f4qp,8m,10Mi,
